message,commit_type
[DevTools] Preserve the original index when sorting suspended by (#34829),Other
[DevTools] Don't show the root as being non-compliant (#34827),Other
"[DevTools] Ignore suspense boundaries, without visual representation, in the timeline (#34824)",Other
[DevTools] Explicitly say which id to scroll to and only once (#34823),Other
[Fiber] Ensure `useEffectEvent` reads latest values in `forwardRef` and `memo()` Components (#34831),Other
[Fiber] Don't unhide a node if a direct parent offscreen is still hidden (#34821),Other
[Flight] Avoid unnecessary indirection when serializing debug info (#34797),Bug Fix
[Flight] Fix preload `as` attribute for stylesheets (#34760),Bug Fix
devtools: fix ellipsis truncation for key values (#34796),Bug Fix
[playground] Fix syntax error from crashing the Compiler playground (#34623),Bug Fix
"fix(devtools): remove duplicated ""Display density"" field in General settings (#34792)",Bug Fix
[compiler] Add VoidUseMemo rule to RecommendedLatest (#34783),Feature
[compiler] Setup RecommendedLatest preset (#34782),Other
[eprh] Prepare for 7.0.0 (#34757),Other
[DevTools] Gate SuspenseTab (#34754),Other
[eprh] Update plugin config to be compatible with flat and legacy (#34762),Other
[ci] Dry run with debug mode (#34767),Bug Fix
[ci] Allow dry run (#34765),Other
[compiler] Fix incorrect version name (#34764),Bug Fix
[compiler] Update release script for latest tag (#34763),Other
[Flight] Don't serialize toJSON in Debug path and omit wide arrays (#34759),Bug Fix
Release Fragment refs to Canary (#34720),Other
Release `<ViewTransition />` to Canary (#34712),Other
Revert [eprh] Remove hermes-parser (#34747),Other
[eprh] Fix config type not being exported correctly (#34746),Bug Fix
[Fiber] Bail out of diffing wide objects and arrays (#34742),Other
[DevTools] Bump version of react-devtools-core for react-devtools (#34740),Other
"Revert ""[DevTools] Always include the root in the timeline and select it by default"" (#34739)",Other
[DevTools] Use documentElement to override cmd+F (#34734),Documentation
[eprh] 6.1.1 changelog (#34726),Other
[DevTools] Bump version for extensions (#34723),Other
[ci] Fix incorrect filtering logic for prereleases (#34725),Bug Fix
[ci] Fix runtime_prereleases (#34722),Bug Fix
React DevTools 7.0.0 (#34692),Other
[compiler] Update for Zod v3/v4 compatibility (#34717),Other
[eprh] Remove hermes-parser (#34719),Other
Update readme for eprh (#34714),Other
[compiler] Remove @babel/plugin-proposal-private-methods (#34715),Other
[DevTools] Double clicking the root should jump to the beginning of the timeline (#34704),Other
[playground] Config panel quality fixes (#34611),Bug Fix
Add getClientRects to fabric fragment instance (#34545),Feature
Add getRootNode to fabric fragment instance (#34544),Feature
[eprh] Remove NoUnusedOptOutDirectives (#34703),Other
[eprh] Fix `recommended` config for flat config compatibility (#34700),Bug Fix
[fixtures] Update eslint fixture lockfiles (#34699),Bug Fix
[eprh] Add compiler rules to recommended preset (#34675),Feature
[playground] Improve DiffEditor scrollbar + view (#34691),Other
[Flight] Add `<Activity>` (#34697),Feature
[DevTools] Track whether to auto select when new timeline entries come on (#34698),Other
[Fizz] Detatch boundary after flushing segment with boundary (#34694),Other
Fix DevTools regression tests (#34696),Bug Fix
[DevTools] Show Props as Read-only for Suspense/Activity but below (#34695),Other
[DevTools] Hide State and Props in the Sidebar for Suspense (#34630),Other
[DevTools] Give a distinct color to the root (#34690),Other
[DevTools] Always include the root in the timeline and select it by default (#34654),Other
[compiler] `@enablePreserveExistingMemoizationGuarantees` on by default (#34689),Other
[DevTools] Inspect the Initial Paint when inspecting a Root (#34454),Other
[DevTools] Defer Suspense tab to 19.3.0-canary (#34688),Other
[compiler] enablePreserveMemo treats manual deps as non-nullable (#34503),Other
[DevTools] Recommend React Performance tracks if supported when Timeline profiler is not supported (#34684),Other
Fix DevTools fixture crash due to usage of renamed APIs (#34682),Bug Fix
[Fiber] Clean up ViewTransition when it fails to start (#34676),Other
[playground] Persist open tabs on compiler error (#34673),Other
Bump next prerelease version numbers (#34674),Other
[eprh] Allow compiler rules to be opted-in but not in the preset (#34672),Other
Bump scheduler version (#34671),Other
Land enableHiddenSubtreeInsertionEffectCleanup (#34372),Other
19.2 changelog (#34655),Other
Improve lint error messages for useEffectEvent (#34669),Other
Traverse down an updated tree even if it has no passive effects in profiling mode (#34667),Other
Ship partial-prerendering APIs to Canary (#34633),Other
Enable React performance tracks in Canary (#34665),Other
[DevTools] Fix host instance highlighting (#34661),Bug Fix
[Fizz] Remove `nonce` option from resume-and-prerender APIs (#34664),Other
"Fix ""Consecutive"" Event Logs in Performance Track (#34659)",Bug Fix
Bump next prerelease version numbers (#34639),Other
[eprh] Temporarily disable compiler rules (#34649),Other
[lint] Remove experimental gating useEffectEvent rules (#34660),Other
[lint] Use settings for additional hooks in exhaustive deps (#34637),Feature
[lint] Enable custom hooks configuration for useEffectEvent calling rules (#34497),Other
[playground] ViewTransition on internals toggle & tab expansion (#34597),Other
[Perf Tracks]: Always log effect that spawned blocking update (#34648),Other
[Fiber] Reset remaining child lanes after propagating context inside Offscreen (#34658),Other
"[DevTools] Show ""Initial Paint"" in the breadcrumbs when root is selected (#34652)",Other
[DevTools] Use the scrollWidth/Height for the root when the root is the documentElement (#34651),Documentation
[DevTools] Auto-scroll when stepping through the timeline (#34653),Other
Rollout enablePersistedModeClonedFlag (#34520),Other
Allow running `yarn lint` on subset of paths (#34646),Other
Apply build script changes for RN to main (#34640),Other
[Flight] Compute better I/O description for exotic types (#34650),Other
[playground] ViewTransition on tab switch (#34596),Other
[playground] ViewTransition on config expand (#34595),Other
[DevTools] Double click a Suspense Rect to jump to its position in the timeline (#34642),Other
[DevTools] Enable Suspense tab for Canary releases (#34591),Other
Enable rules-of-hooks for DevTools (#34645),Other
[DevTools] Don't call Hooks conditionally (#34644),Other
[DevTools] Custom Scrubber Design (#34627),Other
[DevTools] Add Play/Pause and Skip Controls to the Timeline (#34620),Feature
[DevTools] Use pretty icon with icon for unique suspenders toggle (#34625),Other
[DevTools] Add Settings button on Suspense Tab (#34624),Feature
[Fiber][DevTools] Add scheduleRetry to DevTools Hook (#34635),Feature
[DevTools] Larger panel buttons and center (#34619),Other
[DevTools] Recursively compute the bounding rect of the roots (#34629),Other
Match `react-dom/static` test entrypoints and published entrypoints (#34599),Other
[DevTools] Move Timeline to footer instead of header (#34617),Other
"[DevTools] Show Transition indicator when ""suspended by"" rows are expanded (#34565)",Other
flags: make enableAsyncDebugInfo dynamic for www (#34430),Bug Fix
Ensure `useEffectEvent` implementation is available in Canary (#34614),Other
Bump useEffectEvent to Canary (#34610),Other
"[DevTools] Only show Suspense rects matching ""unique-suspenders-only"" filter (#34607)",Other
[DevTools] Track Server Environment Names of Each SuspenseNode (#34605),Other
[DevTools] Disable the tree list for now (#34606),Other
[Flight] Preload <img> and <link> using hints before they're rendered (#34604),Other
[playground] Fix useEffect on tabify (#34594),Bug Fix
[Flight] Add approximate parent context for FormatContext (#34601),Feature
[Fizz] Outline a Suspense Boundary if it has Suspensey CSS or Images (#34552),Other
[Flight] Ensure blocked debug info is handled properly (#34524),Bug Fix
[DevTools] Fix instrumentation error when reconciling promise-as-a-child (#34587),Bug Fix
[compiler] Add support for commonjs (#34589),Feature
Fix failing React DevTools regression tests (#34585),Bug Fix
[compiler] Name anonymous functions from inlined useCallbacks (#34586),Other
"Track ""Animating"" Entry for Gestures while the Gesture is Still On-going (#34548)",Other
Add Gesture Track in Performance Tab (#34546),Feature
Include SyncLane in includesBlockingLane helper (#34543),Other
[DevTools] Switch sourcemap-codec dependency (#34569),Other
[lint] Allow useEffectEvent in useLayoutEffect and useInsertionEffect (#34492),Other
[DevTools] fix: dedupe file fetch requests and define a timeout (#34566),Bug Fix
[DevTools] Handle LegacyHidden Fibers like Offscreen Fibers. (#34564),Other
Handle fabric root level fragment with compareDocumentPosition (#34533),Documentation
Fix CI from stale merge (#34555),Bug Fix
[compiler] Export `PluginOptions` as a type that can be used in input positions (#34550),Other
[playground] Add compiler playground tests (#34528),Feature
Include Fizz runtime diff in CI (#34525),Other
[compiler] Don't leak global `__DEV__` type (#34551),Other
"Use the JSX of the ViewTransition as the Stack Trace of ""Animating"" Traces (#34539)",Other
"Log the time until the Animation finishes as ""Animating"" (#34538)",Other
Log Custom Reason for the Suspended Commit Track (#34522),Other
[ci] Document that full git shas are required for manual prereleases (#34537),Documentation
Unwrap a reference to a Lazy value (#34535),Other
[Flight] Handle Lazy in `renderDebugModel` (#34536),Bug Fix
Update MAINTAINERS (#34534),Other
[Flight] Support Async Modules in Turbopack Server References (#34531),Other
[playground] bug fixes & UX improvements (#34499),Bug Fix
Move `getDebugInfo` test util function to `internal-test-utils` (#34523),Bug Fix
Log Suspended startViewTransition Phase (#34511),Other
[DevTools] Record Suspense node for roots in legacy renderers (#34516),Other
[DevTools] Elevate Suspense rects to visualize hierarchy (#34455),Other
[Compiler Bug] Complier mark ts instantiation expression as reorderable in build hir (#34488),Bug Fix
[compiler] Don't show hint about ref-like naming if we infer another type (#34521),Other
Log Performance Track Entries for View Transitions (#34510),Other
[DevTools] Don't inline workers for extensions (#34508),Other
Ensure Performance Track are Clamped and Don't overlap (#34509),Other
[DevTools] Use a single Webpack config for the extensions (#34513),Other
 [DevTools] Stop polyfilling `Buffer` (#34512),Other
[DevTools] Store Webpack stats when building extensions  (#34514),Other
[DevTools] Minify backend (#34507),Other
"[compiler] Option to treat ""set-"" prefixed callees as setState functions (#34505)",Bug Fix
[DevTools] Only check if we previously removed IO if its removal failed (#34506),Other
[DevTools] Don't keep stale root instances we never mounted around (#34504),Other
[DevTools] Ignore repeated removals of the same IO (#34495),Other
Add forwards fill mode to animations in view transition fixture (#34502),Bug Fix
[Fiber] Wait for suspensey image in the viewport before starting an animation (#34500),Other
[Fiber] Track SuspendedState on stack instead of global (#34486),Other
[Fiber] Don't wait on Suspensey Images if we guess that we don't load them all in time anyway (#34481),Other
[Fiber] Adjust the suspensey image/css timeout based on already elapsed time (#34478),Other
